X,Y,OBJECTID,CASENUMBER,LECASENUM,CRASH_KEY,AV_DATE,MNTH,DAYOFWEEK,TIMESTR,DISTRICT,CNTY,CITYNAME,SYSTEMSTR,LITERAL,FRSTHARM,LOCFSTHRM,CRCOMNNR,MAJCSE,DRUGALC,ECNTCRC,LGHT,LGHTNG,CSRFCND,WEATHER,RCNTCRC,PAVED,WZRELATED,CSEV,FATALITIES,INJURIES,MAJINJURY,MININJURY,POSSINJURY,UNKINJURY,PROPDMG,VEHICLES,TOCCUPANTS,REPORT,XCOORD,YCOORD,CRASH_YEAR
-94.162030822316382,42.445124268969408,136248,2012687499,2012027155  ,2012018287,20120515,May,Tuesday,15:15,District 1 (Central),Webster,N/A,US 20 ,US 20/235TH ST                                                                                                                                                                                                                                                ,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Other (explain in narrative):  Other improper action,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,13000,2,2,2001 Officer TraCS,404437,4699853,2012
-91.080758958353982,40.931918630199888,136279,2012680307,12-10436    ,2012011958,20120331,March,Saturday,06:00,District 5 (Southeast),Des Moines,N/A,,FALCON RD                                                                                                                                                                                                                                                     ,Collision with fixed object:  Tree,Roadside,Non-collision,Ran off road - right,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Sand/mud/dirt/oil/gravel,Cloudy,None apparent,Unpaved,,Fatal,1,0,0,0,0,0,500,1,1,2001 Officer TraCS,661582,4532972,2012
-93.344305154976809,41.291621765148641,136341,2013726690,2013008707,2013005256,20130213,February,Wednesday,11:45,District 5 (Southeast),Warren,N/A,,NIXON ST                                                                                                                                                                                                                                                      ,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,Physical obstruction,Daylight,Daylight,Sand/mud/dirt/oil/gravel,Partly cloudy,None apparent,Unpaved,,Fatal,1,1,1,0,0,0,17000,2,2,2001 Officer TraCS,471172,4571187,2013
-94.655693713387691,42.516602622964619,136594,2014804664,2014036295,2014023457,20140620,June,Friday,08:38,District 3 (Northwest),Calhoun,N/A,,,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Followed too close,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,?,,Fatal,1,1,1,0,0,0,8000,1,1,2001 Officer TraCS,363993,4708464,2014
-94.683720376447965,43.121614399602862,136656,2014799063,14-02763,2014018518,20140502,May,Friday,01:30,District 3 (Northwest),Palo Alto,Emmetsburg,,MADISON ST,Collision with fixed object:  Other fixed object (explain in narrative),Outside trafficway,Non-collision,Ran off road - straight,None Indicated,Unknown,Unknown,Darkness,Unknown,Clear,Unknown,Paved,,Fatal,1,0,0,0,0,0,5000,1,1,2001 Officer TraCS,363033,4775695,2014
-95.692055410302942,43.491956106963606,136674,2014790415,1401-020,2014011041,20140111,January,Saturday,05:52,District 3 (Northwest),Osceola,N/A,IA 60,IA 60/IOWA 60,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Swerving/Evasive Action,None Indicated,Weather conditions,Dark - roadway not lighted,Darkness,Other (explain in narrative),Cloudy,Road surface condition,Paved,,Fatal,1,0,0,0,0,0,9000,1,1,2001 Officer TraCS,282330,4818968,2014
-95.751424498354098,41.433149969052842,136972,2012702348,S12-020175  ,2012031469,20120908,September,Saturday,18:25,District 4 (Southwest),Pottawattamie,N/A,,Co Rd G20/SUMAC RD & Co Rd L34/ROAD L34                                                                                                                                                                                                                       ,Collision with fixed object:  Ditch/embankment,On Roadway,Non-collision,Ran off road - right,Alcohol (< Statutory),None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,20000,1,1,2001 Officer TraCS,270112,4590496,2012
-94.270224491504223,41.52936189793958,137027,2012690936,,2012021361,20120414,April,Saturday,04:45,District 4 (Southwest),Guthrie,N/A,,330TH TRL                                                                                                                                                                                                                                                     ,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision,Other (explain in narrative):  Other improper action,Drug/Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Sand/mud/dirt/oil/gravel,Fog/smoke,Ruts/holes/bumps,Unpaved,,Fatal,1,0,0,0,0,0,500,1,3,2001 Officer Paper,394031,4598302,2012
-91.474412318191327,42.202116127340027,137137,2012684843,201200009880,2012015952,20120316,March,Friday,16:22,District 6 (East Central),Linn,N/A,,Co Rd E16/SAWYER RD                                                                                                                                                                                                                                           ,Collision with fixed object:  Ditch/embankment,On Roadway,Non-collision,Exceeded authorized speed,Alcohol (Statutory),None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,5000,1,1,2001 Officer TraCS,625947,4673343,2012
-93.536683092352163,41.583413360791596,137381,2013767504,20130036062,2013041180,20131115,November,Friday,06:32,District 1 (Central),Polk,Des Moines,,SCOTT AVE                                                                                                                                                                                                                                                     ,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Unknown,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,3000,1,1,2001 Officer TraCS,455265,4603663,2013
-92.663256054584053,42.765962626158569,137960,2013742538,2013024672,2013018958,20130502,May,Thursday,10:41,District 2 (Northeast),Butler,N/A,IA 188,IA 188/IOWA 188                                                                                                                                                                                                                                               ,Collision with:  Vehicle in traffic,On Roadway,Head-on,Driving too fast for conditions,None Indicated,None apparent,Daylight,Daylight,Slush,Sleet/hail/freezing rain,None apparent,Paved,,Fatal,1,3,2,0,1,0,15000,2,4,2001 Officer TraCS,527552,4734880,2013
-94.262283768457777,42.45830207354944,138025,2013735852,2013021970,2013013158,20130418,April,Thursday,20:02,District 1 (Central),Webster,N/A,,Co Rd D20/OLD HWY 20 & HAYES AVE                                                                                                                                                                                                                              ,Collision with:  Railway vehicle/train,On Roadway,Broadside,FTYROW:  Other (explain in narrative),None Indicated,None apparent,Dark - roadway not lighted,Dusk Twilight (Civil),Sand/mud/dirt/oil/gravel,Snow,None apparent,Paved,,Fatal,1,0,0,0,0,0,17500,2,3,2001 Officer TraCS,396214,4701434,2013
-92.021953568963255,42.780526078735065,139340,2003022495,SP3104942150,2003019868,20030501,May,Thursday,21:00,District 2 (Northeast),Fayette,N/A,,V AVE,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Ran off road - left,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Sand/mud/dirt/oil/gravel,Partly cloudy,None apparent,Unpaved,,Fatal,1,0,0,0,0,0,7000,1,1,2001 Officer TraCS,580003,4736906,2003
-93.62263811908575,42.03826114145388,139559,2003024720,03-08362,2003021838,20030518,May,Sunday,22:48,District 1 (Central),Story,Ames,,SIXTEENTH & ROOSEVELT AVE,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,Ran Stop Sign,Under Influence of Alcohol/Drugs/Medications,None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,14000,2,6,2001 Officer TraCS,448466,4654211,2003
-95.182842138392871,41.021607115380512,139740,2003039336,,2003034778,20030719,July,Saturday,17:57,District 4 (Southwest),Montgomery,N/A,US 34,US 34/US HWY 34,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,1,0,0,0,17000,2,2,2001 Officer Paper,316474,4543450,2003
-91.124935878120837,40.753336842542893,139751,2003032453,03-21339,2003028843,20030619,June,Thursday,19:09,District 5 (Southeast),Des Moines,N/A,,Co Rd X62/SUMMER ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Exceeded authorized speed,Alcohol (< Statutory),None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,2,1,0,1,0,35000,3,4,2001 Officer TraCS,658287,4513066,2003
-93.126163461993869,40.718180243321854,139921,2003045243,SP3023302330,2003039909,20030907,September,Sunday,05:55,District 5 (Southeast),Wayne,N/A,,Co Rd S60/IOWA HWY 55,Collision with fixed object:  Ditch/embankment,Roadside,Non-collision,Exceeded authorized speed,Alcohol (Statutory),None apparent,Dawn,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,0,1,0,7700,1,2,2001 Officer TraCS,489345,4507480,2003
-94.758210828348169,41.421723930709391,140085,2003046023,SO10321,2003040619,20030920,September,Saturday,15:19,District 4 (Southwest),Cass,N/A,IA 148,IA 148/750TH ST,Collision with fixed object:  Ditch/embankment,Roadside,Non-collision,Ran off road - right,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,15000,1,1,2001 Officer TraCS,353076,4587065,2003
-90.571245624181813,41.538328609100986,140494,2003061261,03-23535,2003054348,20031111,November,Tuesday,10:08,District 6 (East Central),Scott,Davenport,,LOCUST ST & PERSHING ST,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,FTYROW:  From stop sign,Drug,None apparent,Daylight,Daylight,Wet,Mist,None apparent,Paved,,Fatal,1,0,0,0,0,0,2500,3,2,2001 Officer TraCS,702599,4601367,2003
-93.538943937394066,41.604263599893898,140549,2003066880,2003-0045944,2003059455,20031120,November,Thursday,16:34,District 1 (Central),Polk,Des Moines,,DUBUQUE AV,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - same direction,Exceeded authorized speed,None Indicated,Physical obstruction,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,5000,2,3,2001 Officer TraCS,455091,4605979,2003
-91.666307364044954,42.011504211092657,140736,2004210510,200400379,2004009728,20040107,January,Wednesday,06:23,District 6 (East Central),Linn,Cedar Rapids,I-380,I-380 & GLASS RD NE,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Other (explain in narrative):  No improper action,None Indicated,Pedestrian action,Dark - roadway not lighted,Darkness,Dry,Cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,25,1,1,2001 Officer TraCS,610435,4651913,2004
-91.443992538382091,40.48808345717228,138838,2003001221,,2003001109,20030111,January,Saturday,02:05,District 5 (Southeast),Lee,N/A,US 61,US 61/HWY 61,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Ran off road - right,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,5000,1,1,2001 Officer Paper,631873,4483094,2003
-92.805471606837784,41.035344037873891,141404,2004229173,SP4142112264,2004026890,20040627,June,Sunday,00:01,District 5 (Southeast),Monroe,Albia,IA 137,IA 137/HIGHWAY 137,Collision with:  Vehicle in traffic,On Roadway,Head-on,Traveling wrong way or on wrong side of road,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,1,1,0,0,0,15000,2,4,2001 Officer TraCS,516352,4542698,2004
-91.313506519679336,42.94988876469148,141583,2004236737,SP4101892480,2004033673,20040807,August,Saturday,15:54,District 2 (Northeast),Clayton,N/A,,Co Rd B60/190TH ST,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Swerving/Evasive Action,None Indicated,None apparent,Daylight,Daylight,Sand/mud/dirt/oil/gravel,Partly cloudy,None apparent,Unpaved,,Fatal,1,1,0,0,1,0,8000,1,2,2001 Officer TraCS,637577,4756629,2004
-93.354298223785761,43.133644325282646,141625,2004232057,,2004029521,20040619,June,Saturday,23:16,District 2 (Northeast),Cerro Gordo,Clear Lake,,4TH AVE S,Collision with:  Vehicle in traffic,On Roadway,Head-on,Made improper turn,Alcohol (Statutory),None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,1,1,0,0,0,7000,2,5,2001 Officer Paper,471185,4775716,2004
-93.261231497283376,42.741466759316609,141709,2004242838,SP4090622649,2004039265,20040909,September,Thursday,14:52,District 2 (Northeast),Franklin,N/A,IA 3,IA 3/HWY 3,Non-collision events:  Overturn/rollover,Shoulder,Non-collision,Ran off road - right,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,5000,1,1,2001 Officer TraCS,478619,4732138,2004
-90.971857884515188,41.59637093389037,141792,2004246104,SP1124092700,2004042259,20040929,September,Wednesday,10:12,District 5 (Southeast),Muscatine,N/A,,Co Rd F58/HWY 927,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,8500,2,2,2001 Officer TraCS,669028,4606949,2004
-92.696680074079524,41.999613808192635,141930,2004243452,SP4114833045,2004039837,20040908,September,Wednesday,16:11,District 1 (Central),Tama,N/A,US 30,US 30/HWY 30,Collision with:  Vehicle in traffic,On Roadway,Head-on,Unknown,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,2,0,0,0,0,0,7000,2,2,2001 Officer TraCS,525121,4649777,2004
-93.233916647247014,41.522403275784008,142067,2004259990,SP4010333658,2004053053,20041210,December,Friday,16:15,District 1 (Central),Jasper,N/A,,Co Rd F70/HWY F-70 W & Co Rd S6G/HWY S6G,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Daylight,Wet,Cloudy,None apparent,Paved,,Fatal,1,1,1,0,0,0,5000,2,3,2001 Officer TraCS,480484,4596777,2004
-93.725298091992315,41.537540006224077,143323,2005232631,05-4002,2005029307,20050719,July,Tuesday,23:26,District 1 (Central),Polk,West Des Moines,,WALNUT WOODS DR,Collision with fixed object:  Tree,Outside trafficway,Non-collision,Exceeded authorized speed,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Sand/mud/dirt/oil/gravel,Clear,Road surface condition,Paved,,Fatal,1,2,1,1,0,0,6000,1,3,2001 Officer TraCS,439500,4598685,2005
-91.480704440422983,42.465575532565111,144028,2005262073,13103ISP,2005055878,20051205,December,Monday,08:19,District 6 (East Central),Delaware,N/A,US 20,US 20 & IA 13/IOWA 13,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Snow,Partly cloudy,Road surface condition,Paved,,Fatal,1,3,1,1,1,0,22000,2,4,2001 Officer TraCS,624905,4702588,2005
-94.367206805812401,41.841472330646511,144050,2005257818,,2005057952,20051203,December,Saturday,13:02,District 4 (Southwest),Guthrie,N/A,IA 4,IA 4/IOWA 4,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Lost Control,None Indicated,Weather conditions,Daylight,Daylight,Ice,Snow,Road surface condition,Paved,,Fatal,1,0,0,0,0,0,2000,2,6,2001 Officer Paper,386490,4633078,2005
-93.561223923265871,41.610597167408748,142256,2004255155,,2004050518,20041117,November,Wednesday,17:51,District 1 (Central),Polk,Des Moines,,29TH E,Collision with:  Other non-fixed object (explain in narrative),On Roadway,Non-collision,Unknown,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,1000,1,3,2001 Officer Paper,453239,4606694,2004
-93.212525547755533,41.000450508857803,142334,2004263239,SP4022682517,2004054813,20041219,December,Sunday,18:50,District 5 (Southeast),Lucas,N/A,US 34,US 34 & Co Rd S50/280TH AVE,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,2,2,0,0,0,5000,2,3,2001 Officer TraCS,482127,4538828,2004
-92.791838876391495,41.695347466600744,142353,2004261967,SP413833690,2004054200,20041217,December,Friday,15:00,District 1 (Central),Jasper,N/A,I-80,I-80,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Swerving/Evasive Action,None Indicated,Pedestrian action,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,1000,1,1,2001 Officer TraCS,517322,4615972,2004
-92.85542504759708,41.694805540109463,142525,2005203312,SP5010332029,2005001368,20050104,January,Tuesday,13:26,District 1 (Central),Jasper,N/A,I-80,I-80,Collision with fixed object:  Bridge/bridge rail/overpass,Shoulder,Sideswipe - same direction,Driving too fast for conditions,Drug,Weather conditions,Daylight,Daylight,Ice,Sleet/hail/freezing rain,None apparent,Paved,,Fatal,1,1,0,1,0,0,10000,2,3,2001 Officer TraCS,512031,4615901,2005
-92.445828271238781,42.469407033710851,142941,2005217605,05-20608,2005015155,20050306,March,Sunday,21:40,District 2 (Northeast),Black Hawk,Cedar Falls,IA 27,IA 27/IOWA 58 & W RIDGEWAY AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Traffic Signal,Drug,None apparent,Dark - roadway lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,2,1,1,0,0,0,15000,2,3,2001 Officer TraCS,545557,4702044,2005
-94.995104898674029,40.755241860688102,143073,2005224023,0429056A,2005021266,20050429,April,Friday,18:09,District 4 (Southwest),Page,N/A,US 71,US 71,Collision with:  Animal,On Roadway,Non-collision,Animal,None Indicated,Animal in roadway,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,4500,1,1,2001 Officer TraCS,331585,4513501,2005
-93.204486133978094,42.582966138148841,145442,2006251839,46950ISP,2006048543,20061110,November,Friday,13:15,District 2 (Northeast),Franklin,N/A,US 65,US 65,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Crossed centerline,None Indicated,Weather conditions,Daylight,Daylight,Ice,Snow,Road surface condition,Paved,,Fatal,1,1,0,0,1,0,42300,2,2,2001 Officer TraCS,483221,4714525,2006
